,buy_time,comment_time,days,color,size,content,score,sentiment
71,2021-11-20 20:25:46,2021-12-12 22:31:18,22,升级CPU!灵越15Pro防蓝光本,11代i5标压 512G 锐炬Xe显卡 银,一直买Dell，，中规中矩可以,5,1
72,2021-12-12 00:05:45,2021-12-12 22:29:14,0,升级CPU!灵越15Pro防蓝光本,11代i7标压 512G 锐炬Xe显卡 银,第二台戴尔的电脑了上一台是mf15pro比较起来，虽然质感是比mf稍逊色一点但是同为15.6寸，这台没那么重也没那么大了看起来跟14寸差不多大，这很不错昨晚凌晨下的单今天晚上就收到了目前各项功能都暂时没发现什么问题爱了爱了,5,1
73,2021-12-09 22:29:51,2021-12-12 21:38:39,3,灵越高性能轻薄办公本,11代i5 16G 512G 锐炬Xe显卡 银,开机快，系统稳定，运行速度快，外观好看，运行流畅，运行速度快,5,1
74,2021-12-02 17:11:27,2021-12-12 20:38:45,10,升级CPU!灵越15Pro防蓝光本,11代i7标压 16G 512G MX450 银,性能稳定，系统流畅，支持品牌，散热好,5,1
75,2021-12-02 17:15:24,2021-12-12 20:34:43,10,升级CPU!灵越15Pro防蓝光本,11代i7标压 16G 512G MX450 银,性能稳定，系统流畅，散热好，噪音小，一直在使用戴尔品牌,5,1
76,2021-12-11 20:26:35,2021-12-12 20:21:40,1,升级CPU!灵越15Pro防蓝光本,11代i5标压 16G 512G MX450 银,好看大气好用,5,1
77,2021-12-12 11:32:33,2021-12-12 19:41:48,0,升级CPU!灵越15Pro防蓝光本,11代i7标压 16G 512G MX450 银,物流非常快 ，使用起来也很流畅 非常喜欢 设置起来也非常方便,5,1
78,2021-12-11 20:19:53,2021-12-12 19:30:30,1,灵越高性能轻薄办公本,11代i7 16G 512G 锐炬Xe显卡 银,用了以后再追评,5,1
79,2021-12-11 18:18:33,2021-12-12 18:59:07,1,升级CPU!灵越15Pro防蓝光本,11代i5标压 512G 锐炬Xe显卡 银,挺好的，颜值高，配置也可以，性价比高，正好赶上双12还有优惠,5,1
80,2021-12-12 10:40:32,2021-12-12 18:43:11,0,灵越高性能轻薄办公本,11代i5 16G 512G MX350 银,京东快递?绝对高效，中午下单，傍晚就收到了！,5,1
81,2021-12-11 23:22:34,2021-12-12 18:42:13,1,升级CPU!灵越15Pro防蓝光本,11代i5标压 16G 512G MX450 银,很惊艳，11代英特尔酷睿处理器果然不错，够快！喜欢！！,5,1
82,2021-11-17 00:00:13,2021-12-12 17:45:25,25,升级CPU!灵越15Pro防蓝光本,11代i5标压 512G 锐炬Xe显卡 银,目前用的挺好，就是偶尔风扇声音有点大，这或许是通病,5,1
83,2021-12-11 18:00:31,2021-12-12 16:26:07,1,升级CPU!灵越15Pro防蓝光本,11代i5标压 512G 锐炬Xe显卡 银,物流真心快，昨天晚上下单，今天上午就收到了，期待开启全新体验,5,1
84,2021-11-10 20:58:33,2021-12-12 15:32:52,32,升级CPU!灵越15Pro防蓝光本,11代i7标压 512G 锐炬Xe显卡 银,目前使用频率不多，发现有卡顿现象，只用于办公。,3,1
85,2021-11-17 00:04:37,2021-12-12 15:02:04,25,灵越高性能轻薄办公本,11代i5 16G 512G 锐炬Xe显卡 银,目前用着还好 希望保持,5,1
86,2021-12-11 20:00:11,2021-12-12 14:38:10,1,升级CPU!灵越15Pro防蓝光本,11代i5标压 16G 512G MX450 银,笔记本很不错，八点下的单第二天早上八点就到了，包装很细致没有磕碰，送的鼠标也很不错,5,1
87,2021-12-09 20:43:57,2021-12-12 14:16:47,3,灵越高性能轻薄办公本,11代i7 16G 512G 锐炬Xe显卡 银,散热性能：散热太差，太差，太差，重要的事情说三遍,5,0
88,2021-12-09 16:49:57,2021-12-12 13:54:10,3,升级CPU!灵越15Pro防蓝光本,11代i5标压 512G 锐炬Xe显卡 银,收到货几天了，完好无损，售后服务不错有问必答，电脑屏幕清晰度高，开机速度快，等用几个月再来追评。,5,1
89,2021-11-01 00:06:10,2021-12-12 13:42:57,41,灵越高性能轻薄办公本,11代i5 16G 512G 锐炬Xe显卡 银,电脑是买回来给施工员用的，平时一般只需要用用天正点一下坐标，所以不需要性能特别强大的，但是！！！！！戴尔是不是品控也太差了一点，1号凌晨买的物流超快当天就收到了，第二天中午施工员拿走，刚拿走的晚上就告诉我&ldquo;esc&rdquo;键起来了&hellip;&hellip;起来了&hellip;&hellip;问客服说让拿去30公里以外维修，然后还怪物流？？问题是京东小哥送来的时候外包装点皮毛都没有坏，然后来一句&ldquo;或者您这样&rdquo;就没有后文了，问怎样就是自动回复打广告。大无语。。,1,0
90,2021-12-11 20:00:36,2021-12-12 13:34:56,1,灵越高性能轻薄办公本,11代i5 16G 512G 锐炬Xe显卡 银,反应有点慢,3,1
91,2021-12-04 15:51:26,2021-12-12 12:59:22,8,灵越高性能轻薄办公本,11代i5 8G 512G MX350 银,这款电脑非常不错，一直在用戴尔的，开机很快，特别感谢客服一直耐心的服务,5,1
92,2021-12-11 20:48:43,2021-12-12 12:52:22,1,升级CPU!灵越15Pro防蓝光本,11代i5标压 16G 512G MX450 银,运行顺滑流畅，风扇声音很小。昨天夜里拍，今天早晨就到了。屏幕效果：完美散热性能：完美外形外观：可接受运行速度：可接受,5,1
93,2021-12-11 20:35:46,2021-12-12 12:37:52,1,升级CPU!灵越15Pro防蓝光本,11代i5标压 16G 512G MX450 银,外形外观：银色外观，加上独一标志。简洁大方，质感满满。运行速度：开机只需十秒左右，超快，基本打开就能使用。屏幕效果：有图有真相，音质还杠杠滴！毕竟是新机，没瑕疵的喜欢。散热性能：打开自动抬高大约1厘米高度，这个设计是我非常满意的，不用再买散热板了。满意。老早就想着换电脑了，老公出差必备，赶上京东活动，也相信品质，同事也果断加购了。相信一分价钱一分货，更相信这个品牌了。大约七八年前也是选购的这个牌子。质量很好。,5,1
94,2021-12-11 20:00:46,2021-12-12 12:28:01,1,升级CPU!灵越15Pro防蓝光本,11代i5标压 16G 512G MX450 银,这台电脑性价比贼高，外观配置都不错！爱了，爱了！运行速度：很快！不卡顿！屏幕效果：清晰外形外观：漂亮！,5,1
95,2021-11-04 22:26:48,2021-12-12 11:30:37,38,灵越高性能轻薄办公本,11代i5 16G 512G 锐炬Xe显卡 银,用了很长时间了，才过来评价，这个非常不错，自己更新到Windows 11。一如既往的好品质，非常喜欢的一款产品，非常棒！o(*￣︶￣*)o运行速度：很快屏幕效果：很好看，大屏看着就是舒服散热性能：非常不错，风扇声音才开始是有点大，后来都没有察觉到外形外观：非常漂亮?轻薄程度：还可以,5,1
96,2021-12-07 11:19:56,2021-12-12 10:34:48,5,灵越高性能轻薄办公本,11代i5 16G 512G 锐炬Xe显卡 银,非常满意 包装很好 速度也快。谢谢平台,5,1
97,2021-11-04 00:02:19,2021-12-12 10:05:05,38,升级CPU!灵越15Pro防蓝光本,11代i5标压 16G 512G MX450 银,银色外观还挺洋气的。,5,1
98,2021-12-09 12:49:57,2021-12-12 09:51:56,3,灵越高性能轻薄办公本,11代i5 16G 512G MX350 银,清晰流运行速度：流畅屏幕效果：杠杠的外形外观：耐看  值得购买,5,1
99,2021-12-06 10:21:16,2021-12-12 09:31:31,6,灵越高性能轻薄办公本,11代i5 8G 512G MX350 银,外边漂亮，质量不错，性价比挺高，办公家用首选，屏幕清晰，系统是最新的,5,1
100,2021-11-11 23:21:38,2021-12-12 06:54:41,31,灵越高性能轻薄办公本,11代i5 16G 512G 锐炬Xe显卡 银,挺好,5,1
101,2021-11-10 20:00:31,2021-12-12 06:50:29,32,灵越高性能轻薄办公本,11代i7 16G 512G 锐炬Xe显卡 银,戴尔的这款电脑轻薄，方便快捷,5,1
102,2021-12-04 13:59:12,2021-12-12 05:09:42,8,灵越高性能轻薄办公本,11代i5 16G 512G 锐炬Xe显卡 银,运行速度：还好吧，没有想想中那么快，散热性能：散热不太行，风扇声音真的大，也没开什么程序，开个会都呼呼的至于外观什么的还好吧，不怎么在意,5,1
103,2021-10-31 11:39:22,2021-12-12 01:29:56,42,升级CPU!灵越15Pro防蓝光本,11代i5标压 512G 锐炬Xe显卡 银,刚开始觉得网速慢，经过技术人员处理后，好多了，还不错,5,1
104,2021-12-04 07:35:43,2021-12-11 23:44:44,7,升级CPU!灵越15Pro防蓝光本,11代i7标压 16G 512G MX450 银,性能稳定，开机运行软件速度极快,5,1
105,2021-11-10 20:10:45,2021-12-11 23:02:18,31,升级CPU!灵越15Pro防蓝光本,11代i7标压 512G 锐炬Xe显卡 银,比较轻薄，很好用，学生党可以入,5,1
106,2021-11-05 22:04:54,2021-12-11 22:41:25,36,灵越高性能轻薄办公本,11代i5 16G 512G 锐炬Xe显卡 银,刚买回来用就卡，风扇好大声，后悔买了！如果经济允许，建议还是买好一点的。,4,0
107,2021-12-04 12:39:46,2021-12-11 21:13:13,7,升级CPU!灵越15Pro防蓝光本,11代i5标压 16G 512G MX450 银,给儿子买的，很喜欢，也很好用,5,1
108,2021-12-09 16:00:22,2021-12-11 20:41:32,2,灵越高性能轻薄办公本,11代i5 16G 512G 锐炬Xe显卡 银,第一次用戴尔电脑，重量轻，颜值高，价格合适，性能好，用后追评！！！,5,1
109,2021-11-11 09:04:52,2021-12-11 19:56:45,30,升级CPU!灵越15Pro防蓝光本,11代i5标压 512G 锐炬Xe显卡 银,不好用，开机速度太慢,5,0
110,2021-11-10 23:22:48,2021-12-11 18:17:44,31,升级CPU!灵越15Pro防蓝光本,11代i7标压 512G 锐炬Xe显卡 银,用了这几天感觉还不错，好评！,5,1
111,2021-12-06 21:04:55,2021-12-11 17:28:24,5,升级CPU!灵越15Pro防蓝光本,11代i5标压 512G 锐炬Xe显卡 银,做为一个十几年的IT人，收到这款机器还是很惊艳的，外观简约金属光泽，很漂亮。开始买的14寸，全面屏的看起来尺寸较小，所以重新买了台15寸的，退货很顺利。一开始摸到以为外壳是金属的，经与客服确认才知道，只有上下盖是金属，所以拿在手里有金属质感，但因此有点沉，不象想象中塑料的轻薄本那么轻。充满电大概花了3个小时，然后开机自动升级到win11，调试机器过程，电池一共支持了大概5个小时。总体发热不大，只是稍温。机器有Dell的开盖即开机功能，不喜欢的需要在BIOS中关闭。开机时间不到10秒，运行速度还可以，貌似预装的McAfee扫描有点影响，有时浏览器会卡，这个可能是试用版，可以卸掉。还有微软自带的音乐、社交等软件，国内用不到的可以卸掉。音质还可以。遗憾的是没有指纹和面部解锁功能。,4,1
112,2021-12-09 00:00:14,2021-12-11 16:03:36,2,升级CPU!灵越15Pro防蓝光本,11代i5标压 16G 512G MX450 银,"京东快递极速达的戴尔灵越15Pro-5518 15.6英寸笔记本电脑,大屏幕超薄,真心喜欢,感谢商家和京东的全力合作.赞!",5,1
113,2021-12-02 19:32:05,2021-12-11 15:48:02,9,升级CPU!灵越15Pro防蓝光本,11代i5标压 16G 512G MX450 银,宝贝已收到?，超级喜欢，颜值高又实用，超级喜欢！???这个银色真的超好看！,5,1
